geo_aggregation_level,geoid,name,industrial_diversity,economic_complexity_index,economic_complexity_percentile_score,strategic_index,strategic_index_percentile
3,46700,"Vallejo, CA Metro Area",251,0.992663906659371,82.16,-4.13259223888433,67.57
3,42220,"Santa Rosa-Petaluma, CA Metro Area",276,1.71510306032912,93.19,-14.8435115732069,3.35
3,33700,"Modesto, CA Metro Area",238,0.0406783434331862,60.97,5.36039070088167,95.14
3,49700,"Yuba City, CA Metro Area",158,-0.47317604432001,38.49,-5.45947084879691,57.51
3,39780,"Red Bluff, CA Micro Area",125,-0.760330063632492,23.46,-8.69349452242297,25.62
3,47300,"Visalia, CA Metro Area",170,-0.207445153596636,51.14,-2.06228672313811,79.89
3,43760,"Sonora, CA Micro Area",157,0.582584544267372,76.22,-10.9419542778382,9.41
3,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",295,2.01601984176832,95.35,-15.4033495981428,3.24
3,19740,"Denver-Aurora-Centennial, CO Metro Area",337,2.71857181987359,98.49,-37.3620064911364,0.54
3,10480,"Alamosa, CO Micro Area",136,-0.318987276973668,45.84,-8.14700406198516,31.89
3,14500,"Boulder, CO Metro Area",251,3.26984770831971,99.35,-24.531360861671,1.19
3,20780,"Edwards, CO Micro Area",153,2.20132667509686,96.86,-14.1516337482174,3.89
3,17820,"Colorado Springs, CO Metro Area",211,2.03187527888597,95.46,-14.1324694257836,4
3,15860,"Cañon City, CO Micro Area",148,0.202555085405995,66.05,-8.6994268811327,25.3
3,40090,"Rifle, CO Micro Area",190,1.80383701212491,93.73,-13.870972410687,4.32
3,14720,"Breckenridge, CO Micro Area",142,2.16731025360765,96.43,-12.6113541223475,6.16
3,20420,"Durango, CO Micro Area",225,1.2137086877183,87.14,-9.97961699180822,13.51
3,22660,"Fort Collins-Loveland, CO Metro Area",247,1.70434718249659,92.97,-14.5040712206042,3.78
3,44540,"Sterling, CO Micro Area",116,-1.19862961596135,6.16,-8.21239063339944,31.46
3,24300,"Grand Junction, CO Metro Area",259,0.481623698519734,74.49,-0.997922649620438,83.35
3,44460,"Steamboat Springs, CO Micro Area",202,1.32999354689641,88.65,-11.7296798472212,7.68
3,33940,"Montrose, CO Micro Area",219,0.140157060060699,64.11,-1.61223251370168,81.51
3,22820,"Fort Morgan, CO Micro Area",109,-1.61589752770346,0.54,-7.95537905995212,33.41
3,39380,"Pueblo, CO Metro Area",188,0.0409516565763689,61.08,-5.94543155001947,52.97
3,24540,"Greeley, CO Metro Area",245,-0.182619326730474,52,9.95924207137749,98.59
3,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",250,1.69264437975165,92.76,-6.55877071174517,47.89
3,14860,"Bridgeport-Stamford-Danbury, CT Metro Area",275,2.75796884878272,98.59,-24.6361434002539,1.08
3,47930,"Waterbury-Shelton, CT Metro Area",263,1.28829338383631,87.78,-3.84732511934996,70.16
3,39480,"Putnam, CT Micro Area",211,0.301698835886467,68.86,-2.21782168199984,79.57
3,45860,"Torrington, CT Micro Area",220,1.15304689528781,86.16,-8.73516922315099,24.54
3,35300,"New Haven, CT Metro Area",229,1.50715264816935,91.35,-6.07571179478592,52.11
3,35980,"Norwich-New London-Willimantic, CT Metro Area",170,1.20274612560342,86.92,-7.87971045543013,33.95
3,20100,"Dover, DE Metro Area",167,0.493717701816835,74.92,-6.46591761362142,48.97
3,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",280,2.24303756877839,97.3,-12.3189501301409,6.49
3,42580,"Seaford, DE Micro Area",209,0.703542004779726,78.7,-7.43472199504383,39.35
3,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",181,4.03459208871013,99.89,-10.6143268995577,10.7
3,23540,"Gainesville, FL Metro Area",163,0.947562466397628,81.62,-8.87074903280153,23.14
3,27260,"Jacksonville, FL Metro Area",316,1.84895941134523,94.49,-14.8197089411016,3.46
3,37460,"Panama City-Panama City Beach, FL Metro Area",223,1.14125323138876,85.84,-11.7811478641754,7.57
3,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",237,1.7609607496845,93.51,-12.7621057720656,5.73
3,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",364,2.86513494874677,98.81,-46.7584968536481,0.22
3,39460,"Punta Gorda, FL Metro Area",213,1.00552278998111,82.49,-9.91186349612258,13.84
3,26140,"Homosassa Springs, FL Metro Area",189,0.624549313191704,77.08,-9.39718536791027,18.16
3,34940,"Naples-Marco Island, FL Metro Area",233,1.83692530078203,94.27,-15.6303837699142,3.03
3,29380,"Lake City, FL Micro Area",165,-0.40557525173011,41.84,-5.86054157811339,54.05
3,11580,"Arcadia, FL Micro Area",122,-0.480961044873535,38.16,-7.54254434222341,37.84
3,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",225,1.00672176451073,82.59,-8.10217189772008,32.22
3,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",261,1.37975545095166,89.41,-11.6119643499695,8.11
3,45220,"Tallahassee, FL Metro Area",170,1.62248651390613,92.32,-7.47943814609172,38.81
3,17500,"Clewiston, FL Micro Area",139,-0.266973350720247,48.11,-6.24605176501949,50.38
3,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",334,2.0752879093444,96,-20.6816984531317,1.84
3,42700,"Sebring, FL Metro Area",186,-0.00974108858135724,59.24,-5.26458840900821,60
3,42680,"Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",227,1.33788859810342,88.86,-11.2532454822398,8.86
3,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",282,2.40955138155333,97.95,-22.88275435783,1.51
3,15980,"Cape Coral-Fort Myers, FL Metro Area",243,1.47396269709776,90.59,-13.1604979789566,4.76
3,35840,"North Port-Bradenton-Sarasota, FL Metro Area",270,1.82148978508102,94.05,-15.6519783371169,2.92
3,36100,"Ocala, FL Metro Area",258,0.332470049684558,69.62,2.92690234727806,92.22
3,38940,"Port St. Lucie, FL Metro Area",273,1.18391820176027,86.81,-8.6970161069219,25.51
3,28580,"Key West-Key Largo, FL Micro Area",169,2.21030891710618,96.97,-12.9391448892013,5.19
3,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",185,1.94012907452068,95.14,-13.9218136400269,4.22
3,36380,"Okeechobee, FL Micro Area",141,-0.66567374220352,28.86,-6.83943304618889,45.08
3,29460,"Lakeland-Winter Haven, FL Metro Area",261,0.333839145878368,69.73,5.79530931204053,95.68
3,37260,"Palatka, FL Micro Area",150,-0.365396094393433,43.57,-7.41728961378153,39.68
3,48680,"Wildwood-The Villages, FL Metro Area",153,0.413833215478184,72.43,-8.56594725309338,26.81
3,20060,"Douglas, GA Micro Area",130,-0.967626859197343,14.16,-6.03699131290903,52.43
3,33300,"Milledgeville, GA Micro Area",118,-0.233514947884626,49.95,-9.81033397735763,15.14
3,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",370,2.128132865582,96.22,-20.7808859664495,1.73
3,22340,"Fitzgerald, GA Micro Area",85,-1.10140101480244,8.32,-8.4298818033708,28.32
3,31420,"Macon-Bibb County, GA Metro Area",207,0.124156747881108,63.35,-1.35865726717999,82.27
3,15260,"Brunswick-St. Simons, GA Metro Area",189,0.779267628966821,79.78,-8.66104467181011,25.73
3,46660,"Valdosta, GA Metro Area",183,-0.523209687997248,36.43,-0.96036305353802,83.46
3,42340,"Savannah, GA Metro Area",224,0.724882319787594,79.14,-2.40481632313091,78.49
3,44340,"Statesboro, GA Micro Area",166,-0.374271114399739,43.14,-5.17000426331782,60.97
3,12260,"Augusta-Richmond County, GA-SC Metro Area",195,0.0105698450396594,60.22,-0.0604169199366596,86.92
3,28680,"Kingsland, GA Micro Area",107,0.216494122933211,66.49,-8.91800479366891,22.92
3,16860,"Chattanooga, TN-GA Metro Area",275,0.477229070301951,74.38,6.50859762598809,96.32
3,44900,"Summerville, GA Micro Area",84,-1.12213543819536,8.11,-10.8489916943759,9.73
3,12020,"Athens-Clarke County, GA Metro Area",168,0.929379051358966,81.51,-7.4370785013221,39.24
3,34220,"Moultrie, GA Micro Area",123,-1.34046469497004,3.03,-6.98464835028252,44.11
3,18380,"Cordele, GA Micro Area",109,-1.28075651960858,3.46,-9.29093949107696,19.24
3,12460,"Bainbridge, GA Micro Area",122,-1.35037704003721,2.7,-6.79448901011304,45.51
3,10500,"Albany, GA Metro Area",179,-0.31927134097951,45.73,-1.84523046327604,81.08
3,40660,"Rome, GA Metro Area",149,-0.297622969424034,46.81,-5.05142837338129,61.51
3,15660,"Calhoun, GA Micro Area",109,-0.556698444294801,34.05,-6.65478533501182,46.7
3,45620,"Thomasville, GA Micro Area",169,-0.0975291524855028,55.35,-2.82999012291289,76
3,18460,"Cornelia, GA Micro Area",130,-0.779660544571056,22.81,-8.73447437197521,24.65
3,23580,"Gainesville, GA Metro Area",196,0.400665902335549,72,-1.82496337099162,81.19
3,47580,"Warner Robins, GA Metro Area",118,0.0058973498614352,59.89,-7.89119607912832,33.84
3,27600,"Jefferson, GA Micro Area",124,-0.00657673905310754,59.46,-5.8857110263807,53.51
3,20140,"Dublin, GA Micro Area",152,-0.849211085846238,19.14,-5.23032065787528,60.32
3,25980,"Hinesville, GA Metro Area",66,-0.0150772077423636,58.92,-6.77649305652266,45.73
3,47080,"Vidalia, GA Micro Area",128,-0.950927511156594,14.59,-7.40570554790212,39.78
3,19140,"Dalton, GA Metro Area",144,-0.333851564106027,44.65,-5.05211193767619,61.41
3,48180,"Waycross, GA Micro Area",144,-0.96778739839507,14.05,-6.25780340197064,50.27
3,16340,"Cedartown, GA Micro Area",121,-0.926898724949147,16,-8.73318033688606,24.76
3,11140,"Americus, GA Micro Area",133,-0.842688740063558,19.57,-6.39795283055046,49.51
3,45740,"Toccoa, GA Micro Area",118,-0.733731972058707,25.19,-8.64751081673086,26.05
3,45700,"Tifton, GA Micro Area",148,-0.677611602664619,28.22,-3.97244419689423,68.86
3,45580,"Thomaston, GA Micro Area",104,-0.630205973515804,30.59,-9.56123711264333,17.19
3,27700,"Jesup, GA Micro Area",118,-0.886823162762895,17.51,-9.7103488550221,15.89
3,25900,"Hilo-Kailua, HI Micro Area",202,1.71259849697651,93.08,-12.786968767754,5.62
3,46520,"Urban Honolulu, HI Metro Area",207,2.50272137722923,98.16,-13.7387862877581,4.43
3,28180,"Kapaa, HI Micro Area",160,2.03195149307516,95.57,-10.7909112975684,10.16
3,27980,"Kahului-Wailuku, HI Metro Area",203,2.25488319670537,97.41,-16.9316321770306,2.16
3,14260,"Boise City, ID Metro Area",330,1.22700265685384,87.24,-2.0408631806635,80
3,38540,"Pocatello, ID Metro Area",208,0.230558161966487,67.03,-4.47081289450581,65.62
3,13940,"Blackfoot, ID Micro Area",154,-0.277467574667869,47.57,-6.20735413771524,51.03
3,25200,"Hailey, ID Micro Area",195,1.83916150571296,94.38,-12.9993673083385,5.08
3,41760,"Sandpoint, ID Micro Area",225,0.811512531859368,80,-7.30910314771944,40.97
3,26820,"Idaho Falls, ID Metro Area",245,0.568158334227007,75.78,-1.28365849163734,82.49
3,15420,"Burley, ID Micro Area",144,-1.16908420874397,6.92,-4.04792849622121,68
3,34300,"Mountain Home, ID Micro Area",95,-0.834172031052135,20.32,-9.98359035990675,13.41
3,30860,"Logan, UT-ID Metro Area",210,0.731709001813154,79.46,-4.00274072724152,68.54
3,39940,"Rexburg, ID Micro Area",144,0.426541488697284,72.86,-7.52512619599806,38.27
3,46300,"Twin Falls, ID Metro Area",221,-0.119431238442895,54.59,2.71597397390528,91.78
3,17660,"Coeur d'Alene, ID Metro Area",284,1.08037031992555,84.22,-6.783383028534,45.62
3,34140,"Moscow, ID Micro Area",150,0.726671230601031,79.24,-10.1138220210528,12.65
3,30300,"Lewiston, ID-WA Metro Area",167,-0.344193740878932,44.22,-6.71632179746648,46.27
3,14940,"Brigham City, UT-ID Micro Area",142,-0.542249813441078,35.03,-6.8565704887258,44.65
3,36620,"Ontario, OR-ID Micro Area",155,-0.807818657233149,21.3,-4.39112675008525,65.84
3,27220,"Jackson, WY-ID Micro Area",184,2.35442879303206,97.73,-15.5527380152462,3.14
3,39500,"Quincy, IL-MO Micro Area",175,-0.0693969440510444,56.11,-3.06051466834057,74.92
3,16020,"Cape Girardeau, MO-IL Metro Area",206,-0.0554837131920805,56.97,-0.585009784999671,84.86
3,41180,"St. Louis, MO-IL Metro Area",304,1.10144826544707,84.65,3.21175022198335,92.65
3,40420,"Rockford, IL Metro Area",226,0.403837387679525,72.11,1.16313793140343,89.62
3,36837,"Ottawa, IL Micro Area",210,-0.499176240652959,37.62,4.44118218813262,94.27
3,16580,"Champaign-Urbana, IL Metro Area",159,0.711208083429606,78.81,-4.00555981753556,68.43
3,45380,"Taylorville, IL Micro Area",117,-0.805595128012862,21.41,-8.39288537363504,29.08
3,16660,"Charleston-Mattoon, IL Micro Area",106,-0.609033880898811,31.24,-9.31836942354095,18.81
3,16980,"Chicago-Naperville-Elgin, IL-IN Metro Area",398,2.05668197815084,95.78,-15.940654614029,2.7
3,20820,"Effingham, IL Micro Area",153,-0.315112655503213,46.16,-5.76523007383691,55.24
3,15900,"Canton, IL Micro Area",118,-1.10629748576635,8.22,-9.14831920364378,20.22
3,15460,"Burlington, IA-IL Micro Area",166,-0.541810417584158,35.14,-3.87103951441525,69.84
3,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",238,-0.322987956096545,45.41,8.84115903010332,98.05
3,16060,"Carbondale, IL Micro Area",119,-0.25720252169411,48.43,-9.90887421193375,13.95
3,34500,"Mount Vernon, IL Micro Area",110,-0.964371614428686,14.27,-8.96329042566842,22.59
3,28100,"Kankakee, IL Metro Area",174,-0.529882495452373,35.89,-1.27557561586247,82.59
3,23660,"Galesburg, IL Micro Area",119,-0.654435412819699,29.19,-9.74287181109639,15.46
3,19940,"Dixon, IL Micro Area",122,-0.439903692341732,40.65,-8.65189662002716,25.95
3,38700,"Pontiac, IL Micro Area",114,-1.18013146388653,6.49,-7.93011369687812,33.51
3,30660,"Lincoln, IL Micro Area",90,-1.01770894543272,11.14,-9.89057518672054,14.27
3,31380,"Macomb, IL Micro Area",90,-1.23925828824627,4.86,-10.1512428492344,12.54
3,14010,"Bloomington, IL Metro Area",129,0.444108847326811,73.41,-5.99687672994663,52.54
3,19500,"Decatur, IL Metro Area",156,-0.435082789015286,40.97,-5.49550041384056,56.86
3,16460,"Centralia, IL Micro Area",121,-1.15989116148353,7.14,-7.95585172282674,33.3
3,37900,"Peoria, IL Metro Area",206,0.238785433268978,67.35,-0.270410335587936,86.05
3,37140,"Paducah, KY-IL Metro Area",194,-0.15587073371371,52.97,-1.50774592281614,81.84
3,44100,"Springfield, IL Metro Area",125,1.01929814040819,82.92,-5.35178469476885,58.59
3,27300,"Jacksonville, IL Micro Area",119,-0.724969596174507,25.95,-8.28918441274449,30.38
3,40300,"Rochelle, IL Micro Area",140,-0.89761085118045,17.08,-5.28354940058414,59.35
3,23300,"Freeport, IL Micro Area",131,-0.80067682689036,21.73,-6.69607702574245,46.49
3,19180,"Danville, IL Micro Area",137,-0.646118575837317,29.51,-6.53457211198856,48.32
3,44580,"Sterling, IL Micro Area",157,-0.797424932889473,21.84,-3.86641220537498,69.95
3,32060,"Marion-Herrin, IL Micro Area",139,-0.470765844644137,38.59,-7.17956096501117,41.51
3,19540,"Decatur, IN Micro Area",146,-1.03667999638765,10.16,-4.15900620198493,67.35
3,23060,"Fort Wayne, IN Metro Area",275,0.193674024633714,65.73,11.0316805594348,98.92
3,18020,"Columbus, IN Metro Area",132,-0.0483658226585963,57.62,-7.07238864568269,42.59
3,29200,"Lafayette-West Lafayette, IN Metro Area",174,-0.0191755641820371,58.81,-3.36881143780282,73.3
3,26900,"Indianapolis-Carmel-Greenwood, IN Metro Area",305,1.11647534817512,84.97,2.71578955397518,91.68
3,30900,"Logansport, IN Micro Area",117,-1.00020852840214,11.68,-7.81193473643947,34.92
3,31140,"Louisville/Jefferson County, KY-IN Metro Area",313,0.669156394638824,77.95,13.2262077114745,99.57
3,45460,"Terre Haute, IN Metro Area",212,-0.594556966015261,31.78,5.44102011399457,95.24
3,23140,"Frankfort, IN Micro Area",108,-1.28102010141644,3.35,-9.02054893796425,21.73
3,47780,"Washington, IN Micro Area",134,-1.05246486356737,9.62,-7.10014307140118,42.16
3,17140,"Cincinnati, OH-KY-IN Metro Area",337,0.9984869934324,82.38,10.8004160719229,98.81
3,24700,"Greensburg, IN Micro Area",121,-1.21348469285276,5.73,-7.20412255886298,41.3
3,12140,"Auburn, IN Micro Area",138,-0.710377721179481,26.38,-5.89405836430202,53.41
3,34620,"Muncie, IN Metro Area",186,-0.152753192765695,53.19,-3.85815017922147,70.05
3,27540,"Jasper, IN Micro Area",129,-0.610964043381555,31.03,-8.73758695957077,24.43
3,21140,"Elkhart-Goshen, IN Metro Area",226,-0.0639194501935135,56.65,8.23645518338463,97.84
3,18220,"Connersville, IN Micro Area",105,-1.01461007134251,11.35,-9.99418787605143,13.3
3,31980,"Marion, IN Micro Area",120,-0.947445416348314,14.92,-9.48122715413099,17.73
3,35220,"New Castle, IN Micro Area",136,-0.95835383549707,14.38,-7.45621178013907,39.03
3,29020,"Kokomo, IN Metro Area",150,-0.318112559051367,46.05,-8.52680035140556,27.35
3,26540,"Huntington, IN Micro Area",144,-0.77236820027539,22.92,-5.17916217167439,60.86
3,42980,"Seymour, IN Micro Area",133,-1.27700080787605,3.68,-6.7397671302983,45.95
3,31500,"Madison, IN Micro Area",116,-0.745140559301776,24.65,-10.6476304319218,10.59
3,47180,"Vincennes, IN Micro Area",114,-1.54101267881715,1.19,-9.01353418279867,21.84
3,47700,"Warsaw, IN Micro Area",178,-0.338621592796541,44.43,-2.59097776342918,77.08
3,33140,"Michigan City-La Porte, IN Metro Area",202,-0.256451249269647,48.54,-0.29764054754807,85.95
3,13260,"Bedford, IN Micro Area",139,-0.938437111442537,15.78,-7.86151744729664,34.05
3,38500,"Plymouth, IN Micro Area",165,-0.726680837700961,25.73,-3.36052344188252,73.41
3,37940,"Peru, IN Micro Area",122,-1.37552709474843,2.27,-8.73155190197787,24.86
3,14020,"Bloomington, IN Metro Area",134,1.13513602795424,85.51,-8.76577254414066,24
3,18820,"Crawfordsville, IN Micro Area",123,-1.30209507644975,3.24,-8.20955880768284,31.57
3,28340,"Kendallville, IN Micro Area",165,-0.452371314738657,39.68,-2.49944645254706,77.73
3,21780,"Evansville, IN Metro Area",249,0.01253278584899,60.32,6.45112961442193,96.11
3,24600,"Greencastle, IN Micro Area",117,-0.940327550330269,15.57,-7.85689909258961,34.27
3,43780,"South Bend-Mishawaka, IN-MI Metro Area",238,0.550844692903473,75.35,0.381042882627389,87.89
3,11420,"Angola, IN Micro Area",152,-0.370978766013382,43.24,-6.76859844225641,45.84
3,47340,"Wabash, IN Micro Area",144,-0.635387488841405,30.27,-5.87690478187007,53.62
