geo_aggregation_level,industry_code,industry_complexity,industry_ubiquity,industry_centrality,industry_description
1,221210,-1.15746422926335,678,0.00130032143374621,Natural Gas Distribution
1,221310,-1.48638662644813,1057,0.00138161880639315,Water Supply and Irrigation Systems
1,221320,-0.450590486735753,385,0.00116232701846223,Sewage Treatment Facilities
1,221330,1.87761535166295,74,0.000529783736342198,Steam and Air-Conditioning Supply
1,236115,-1.50067240947078,1552,0.0014937712915635,New Single-Family Housing Construction (except For-Sale Builders)
1,236116,0.159087734585832,387,0.00129089165948179,New Multifamily Housing Construction (except For-Sale Builders)
1,236117,-1.07186434612651,958,0.00149229949808351,New Housing For-Sale Builders
1,236118,-1.32738852081537,1406,0.00152401465319563,Residential Remodelers
1,236210,-1.11616024973653,579,0.00120974563120103,Industrial Building Construction
1,236220,-1.1732366214649,925,0.00142134700439419,Commercial and Institutional Building Construction
1,237110,-1.59427890543348,1187,0.00142156500163343,Water and Sewer Line and Related Structures Construction
1,237120,-1.59000777114225,498,0.00107110774085638,Oil and Gas Pipeline and Related Structures Construction
1,237130,-1.3098426451817,889,0.00138382680495861,Power and Communication Line and Related Structures Construction
1,237210,-1.15832187990131,631,0.00127091569780509,Land Subdivision
1,237310,-1.00601771808318,990,0.00149866613492885,"Highway, Street, and Bridge Construction"
1,237990,-1.51570588472468,946,0.00134696087221158,Other Heavy and Civil Engineering Construction
1,238110,-1.50421614509383,1253,0.00148307422072024,Poured Concrete Foundation and Structure Contractors
1,238120,-0.870259917448942,655,0.00139426302203455,Structural Steel and Precast Concrete Contractors
1,238130,-1.45859844772309,908,0.00140378389299293,Framing Contractors
1,238140,-1.1032078981799,1038,0.00151931454313499,Masonry Contractors
1,238150,-0.0921119087906067,635,0.00154576199835834,Glass and Glazing Contractors
1,238160,-0.763081843487653,831,0.00155561242653283,Roofing Contractors
1,238170,-1.26907980606211,1220,0.00153111203731039,Siding Contractors
1,238190,-1.46675051201049,1014,0.00142858846233832,"Other Foundation, Structure, and Building Exterior Contractors"
1,238210,-0.938886309276738,919,0.00153611834400622,Electrical Contractors and Other Wiring Installation Contractors
1,238220,-0.658246646192972,1011,0.00164550663825594,"Plumbing, Heating, and Air-Conditioning Contractors"
1,238290,-1.13850204994202,838,0.00139859037557613,Other Building Equipment Contractors
1,238310,-0.85613359063818,749,0.00147320013230944,Drywall and Insulation Contractors
1,238320,-0.926139810031255,1039,0.00156114030442603,Painting and Wall Covering Contractors
1,238330,-1.06763571094339,1054,0.00154681111945378,Flooring Contractors
1,238340,-0.560164324061377,684,0.00149537905393438,Tile and Terrazzo Contractors
1,238350,-1.32530524186569,1337,0.0015442071436429,Finish Carpentry Contractors
1,238390,-0.268102661546305,594,0.00148996271143762,Other Building Finishing Contractors
1,238910,-1.78773158281685,2171,0.00142818912999607,Site Preparation Contractors
1,238990,-1.44540654452936,1437,0.00152747391997736,All Other Specialty Trade Contractors
1,311111,-0.270259483096332,226,0.000863986742792525,Dog and Cat Food Manufacturing
1,311119,-1.65875005544547,735,0.00121791646259003,Other Animal Food Manufacturing
1,311211,-0.839192198679137,225,0.000795222956929746,Flour Milling
1,311212,-1.51846547413539,59,0.000221512007495548,Rice Milling
1,311213,0.226187942286918,73,0.000389347586803207,Malt Manufacturing
1,311221,-0.896482389900564,55,0.000244399910091033,Wet Corn Milling and Starch Manufacturing
1,311224,-1.4752211123514,188,0.000596481251088663,Soybean and Other Oilseed Processing
1,311225,-0.382451723218053,143,0.000663107610371893,Fats and Oils Refining and Blending
1,311230,-0.20930238792403,101,0.000502414630004459,Breakfast Cereal Manufacturing
1,311313,-1.51333341634319,27,0.000122152885506819,Beet Sugar Manufacturing
1,311314,0.521850403541536,33,0.000202140960061494,Cane Sugar Manufacturing
1,311340,0.560871938950942,179,0.000892534990871285,Nonchocolate Confectionery Manufacturing
1,311351,1.49288829824683,97,0.000636991110457139,Chocolate and Confectionery Manufacturing from Cacao Beans
1,311352,0.514520153359231,290,0.00116446300841112,Confectionery Manufacturing from Purchased Chocolate
1,311411,-0.104632128663222,97,0.000475915389431679,"Frozen Fruit, Juice, and Vegetable Manufacturing"
1,311412,0.429959900364832,192,0.000938743152310793,Frozen Specialty Food Manufacturing
1,311421,-0.222754294031683,297,0.00105079241988632,Fruit and Vegetable Canning
1,311422,0.777328543042199,57,0.000363462864242913,Specialty Canning
1,311423,-0.28048505858758,108,0.00054746932781065,Dried and Dehydrated Food Manufacturing
1,311511,0.508273201009253,251,0.00110489581101007,Fluid Milk Manufacturing
1,311512,0.438289928225855,46,0.000284985169666018,Creamery Butter Manufacturing
1,311513,-0.908696648575034,228,0.000767699554517568,Cheese Manufacturing
1,311514,-0.755171524788479,126,0.000519645186859728,"Dry, Condensed, and Evaporated Dairy Product Manufacturing"
1,311520,-0.199281093588672,212,0.000876068104591181,Ice Cream and Frozen Dessert Manufacturing
1,311611,-2.30092466792869,557,0.000928710362245186,Animal (except Poultry) Slaughtering
1,311612,-1.24325612061055,510,0.00115164032479279,Meat Processed from Carcasses
1,311613,-1.06765784940326,170,0.00062259402045226,Rendering and Meat Byproduct Processing
1,311615,-1.26595017502011,239,0.000715048543694227,Poultry Processing
1,311710,-0.453574530493447,174,0.000649053136582987,Seafood Product Preparation and Packaging
1,311811,-0.407107191407598,659,0.00145141710990431,Retail Bakeries
1,311812,0.789809533614356,336,0.0013446255162089,Commercial Bakeries
1,311813,1.31750027278362,100,0.000674337591004974,"Frozen Cakes, Pies, and Other Pastries Manufacturing"
1,311821,1.11832966811474,138,0.000822352656594996,Cookie and Cracker Manufacturing
1,311824,1.16568424949982,165,0.000971750880787292,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour"
1,311830,0.374051517615638,114,0.00065974546882125,Tortilla Manufacturing
1,311911,0.760038924147388,101,0.00059902781159827,Roasted Nuts and Peanut Butter Manufacturing
1,311919,0.599114153305673,155,0.000831869924936103,Other Snack Food Manufacturing
1,311920,0.451462446150043,277,0.00114972366926538,Coffee and Tea Manufacturing
1,311930,2.21684642906999,76,0.000608844248046202,Flavoring Syrup and Concentrate Manufacturing
1,311941,0.987978329839173,129,0.00076370655070264,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing"
1,311942,0.624535632940714,181,0.000946053911656084,Spice and Extract Manufacturing
1,311991,0.880303737114443,190,0.000971653723384638,Perishable Prepared Food Manufacturing
1,311999,-0.270295233538772,293,0.00106000080805492,All Other Miscellaneous Food Manufacturing
1,312111,1.03791802694647,253,0.00119959023811508,Soft Drink Manufacturing
1,312112,0.142788643007346,235,0.00100327692902085,Bottled Water Manufacturing
1,312113,0.115486139565369,270,0.00106411088720684,Ice Manufacturing
1,312120,-0.0775181995398284,658,0.00149918576008414,Breweries
1,312130,-0.918429533686373,481,0.00114459258874945,Wineries
1,312140,-0.165589091793066,365,0.00114289958665668,Distilleries
1,312230,0.863217100544836,80,0.000456986394164122,Tobacco Manufacturing
1,313110,-0.862194203143083,131,0.000474104167191776,"Fiber, Yarn, and Thread Mills"
1,313210,-0.545830701406743,161,0.000629672447937466,Broadwoven Fabric Mills
1,313220,0.566117193659679,101,0.00057344608756594,Narrow Fabric Mills and Schiffli Machine Embroidery
1,313230,0.710678328740113,144,0.000747821790337587,Nonwoven Fabric Mills
1,313240,1.21929762873102,67,0.000449113112470256,Knit Fabric Mills
1,313310,-0.494255847469689,262,0.000898206203315636,Textile and Fabric Finishing Mills
1,313320,1.29072308265988,102,0.000641823556041631,Fabric Coating Mills
1,314110,-0.105479186906327,60,0.000286777814731986,Carpet and Rug Mills
1,314120,-0.00322006642693084,309,0.00110940819162617,Curtain and Linen Mills
1,314910,-0.0618486024296222,430,0.00129748705180557,Textile Bag and Canvas Mills
1,314994,0.346859530138311,94,0.00052363952239493,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills"
1,314999,-0.501992020204183,585,0.00135960304027491,All Other Miscellaneous Textile Product Mills
1,315120,0.451580878871946,68,0.000396267037530136,Apparel Knitting Mills
1,315210,-0.904249866925825,292,0.000896105955011515,Cut and Sew Apparel Contractors
1,315250,-0.459408568021081,285,0.000952354918511863,Cut and Sew Apparel Manufacturing (except Contractors)
1,315990,-0.217517336958295,328,0.00110988261327817,Apparel Accessories and Other Apparel Manufacturing
1,316110,-0.743889443763186,238,0.000819279971570814,Leather and Hide Tanning and Finishing
1,316210,-0.847287858345078,171,0.000623576837390926,Footwear Manufacturing
1,316990,-0.711590119501272,419,0.00114967365216598,Other Leather and Allied Product Manufacturing
1,321113,-1.77755840949497,926,0.00124958762949369,Sawmills
1,321114,-1.00252975735249,285,0.000883272116106553,Wood Preservation
1,321211,-0.650634797435283,142,0.000577902349053629,Hardwood Veneer and Plywood Manufacturing
1,321212,-1.05732991962268,59,0.00023143428639334,Softwood Veneer and Plywood Manufacturing
1,321215,-0.556687920243611,475,0.00127586482835543,Engineered Wood Member Manufacturing
1,321219,-0.494308814929184,119,0.000519250440595714,Reconstituted Wood Product Manufacturing
1,321911,-0.217616383512617,251,0.000965567036522991,Wood Window and Door Manufacturing
1,321912,-1.07434504998049,307,0.000906671702129744,"Cut Stock, Resawing Lumber, and Planing"
1,321918,-0.894601709194114,547,0.00127312556920887,Other Millwork (including Flooring)
1,321920,-1.20020744498414,798,0.00135085530234123,Wood Container and Pallet Manufacturing
1,321991,-0.683053427313653,146,0.000607837065317369,Manufactured Home (Mobile Home) Manufacturing
1,321992,-0.989519054505688,401,0.00106082492320739,Prefabricated Wood Building Manufacturing
1,321999,-1.4843403458165,925,0.00135363559454165,All Other Miscellaneous Wood Product Manufacturing
1,322110,-0.536987629628042,53,0.000244362060657678,Pulp Mills
1,322120,-0.237967764712171,172,0.000699657304940655,Paper Mills
1,322130,0.227112535967515,131,0.000635185062556605,Paperboard Mills
1,322211,0.602396851461512,380,0.00138402099724974,Corrugated and Solid Fiber Box Manufacturing
1,322212,1.30273520869675,148,0.000901343008354354,Folding Paperboard Box Manufacturing
1,322219,0.60671109380774,164,0.000851426058982225,Other Paperboard Container Manufacturing
1,322220,0.872232930864252,250,0.0011612395374727,Paper Bag and Coated and Treated Paper Manufacturing
1,322230,1.17523022530899,140,0.00086152284919464,Stationery Product Manufacturing
1,322291,0.751677197367535,100,0.000573033899950226,Sanitary Paper Product Manufacturing
1,322299,0.826418664923364,180,0.000967798505294475,All Other Converted Paper Product Manufacturing
1,323111,-0.117010080162701,567,0.00144817108075101,Commercial Printing (except Screen and Books)
1,323113,-0.562889707699903,650,0.00144679107201503,Commercial Screen Printing
1,323117,1.14725109741759,134,0.00079597471925873,Books Printing
1,323120,1.0757682532195,198,0.00106687374321495,Support Activities for Printing
1,324110,-0.694757894785843,158,0.00064068125873213,Petroleum Refineries
1,324121,-0.148699398292402,359,0.00115322809401545,Asphalt Paving Mixture and Block Manufacturing
1,324122,0.882825604367921,104,0.000642032581505414,Asphalt Shingle and Coating Materials Manufacturing
1,324191,0.954081171271842,150,0.000886607000187466,Petroleum Lubricating Oil and Grease Manufacturing
1,324199,0.420538273627777,76,0.000428927362138947,All Other Petroleum and Coal Products Manufacturing
1,325110,-0.484182939597227,51,0.000255581171611948,Petrochemical Manufacturing
1,325120,0.292160712130761,201,0.000956495508326685,Industrial Gas Manufacturing
1,325130,1.0459214748616,111,0.000682855883955103,Synthetic Dye and Pigment Manufacturing
1,325180,-0.113252249574408,251,0.00097437196215974,Other Basic Inorganic Chemical Manufacturing
1,325193,-1.88190431728991,170,0.00050466999942119,Ethyl Alcohol Manufacturing
1,325194,-0.518870698705822,75,0.00036599846641403,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing"
1,325199,0.107728660666758,253,0.00103358312787146,All Other Basic Organic Chemical Manufacturing
1,325211,0.0981344126856493,315,0.00112381120878349,Plastics Material and Resin Manufacturing
1,325212,0.500632950329222,107,0.000589175997621835,Synthetic Rubber Manufacturing
1,325220,0.162881873248056,114,0.000534691984505695,Artificial and Synthetic Fibers and Filaments Manufacturing
1,325311,-0.902222991300402,196,0.000706329148743857,Nitrogenous Fertilizer Manufacturing
1,325312,-0.622375868509385,41,0.000209337278630255,Phosphatic Fertilizer Manufacturing
1,325314,-0.686837510820382,282,0.000962027790998171,Fertilizer (Mixing Only) Manufacturing
1,325315,0.455685658234431,82,0.00050379355778591,Compost Manufacturing
1,325320,-0.37765311841413,176,0.000734521227053109,Pesticide and Other Agricultural Chemical Manufacturing
1,325411,0.280530598177919,207,0.000932038292852207,Medicinal and Botanical Manufacturing
1,325412,0.702164355638789,211,0.00099095437956329,Pharmaceutical Preparation Manufacturing
1,325413,1.88032380284834,85,0.000614524504446405,In-Vitro Diagnostic Substance Manufacturing
1,325414,1.06725047159582,99,0.000634411089393493,Biological Product (except Diagnostic) Manufacturing
1,325510,0.257500794003737,311,0.00118768155138259,Paint and Coating Manufacturing
1,325520,1.27380609607459,168,0.00100440731803677,Adhesive Manufacturing
1,325611,0.482576189798988,208,0.000975614184746816,Soap and Other Detergent Manufacturing
1,325612,0.642761932906197,181,0.000916671768218278,Polish and Other Sanitation Good Manufacturing
1,325613,1.22157789529767,70,0.000465550547803542,Surface Active Agent Manufacturing
1,325620,0.888211603080184,212,0.00105987736568213,Toilet Preparation Manufacturing
1,325910,1.20969103045183,146,0.000862190122776138,Printing Ink Manufacturing
1,325920,-0.444879659072884,70,0.000317444550149108,Explosives Manufacturing
1,325991,0.38070702666653,185,0.000871811624981911,Custom Compounding of Purchased Resins
1,325992,0.220610287805754,104,0.000520436364018006,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing"
1,325998,-0.0879144206498833,405,0.00125577786624186,All Other Miscellaneous Chemical Product and Preparation Manufacturing
1,326111,0.876792349425993,157,0.000883783725855649,Plastics Bag and Pouch Manufacturing
1,326112,1.13955201805058,133,0.000807403997426139,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
1,326113,0.590194450484611,194,0.000953494126097376,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing
1,326121,1.13000132210667,174,0.000998551664546773,Unlaminated Plastics Profile Shape Manufacturing
1,326122,-0.299773955327727,253,0.000966628997705181,Plastics Pipe and Pipe Fitting Manufacturing
1,326130,0.990750311131681,165,0.000949291595606341,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
1,326140,0.478865050020613,194,0.000948066517302407,Polystyrene Foam Product Manufacturing
1,326150,0.652073360254345,259,0.00116301752793332,Urethane and Other Foam Product (except Polystyrene) Manufacturing
1,326160,0.704401629980606,196,0.000967591934417711,Plastics Bottle Manufacturing
1,326191,0.787555965094956,132,0.000770284494322753,Plastics Plumbing Fixture Manufacturing
1,326199,-0.512506411233108,683,0.00144339018138802,All Other Plastics Product Manufacturing
1,326211,0.362089186241064,72,0.000364432764520459,Tire Manufacturing (except Retreading)
1,326212,0.257836840662768,140,0.000706127625994306,Tire Retreading
1,326220,0.432885553044994,158,0.000796523301966776,Rubber and Plastics Hoses and Belting Manufacturing
1,326291,0.465660539448204,174,0.000865254195379239,Rubber Product Manufacturing for Mechanical Use
1,326299,0.144686244730596,212,0.000949206488029452,All Other Rubber Product Manufacturing
1,327110,-0.345435998844778,437,0.00119444240383734,"Pottery, Ceramics, and Plumbing Fixture Manufacturing"
1,327120,-0.331055855509679,257,0.000931476830556495,Clay Building Material and Refractories Manufacturing
1,327211,0.888329403936275,77,0.00045488772078098,Flat Glass Manufacturing
1,327212,-0.233685054859094,199,0.000790523737292614,Other Pressed and Blown Glass and Glassware Manufacturing
1,327213,0.26925607492857,57,0.000308696490595802,Glass Container Manufacturing
1,327215,-0.200249822945991,333,0.00109561154278486,Glass Product Manufacturing Made of Purchased Glass
1,327310,0.371166590085188,171,0.000828723596749034,Cement Manufacturing
1,327320,-1.36166284639236,1198,0.00146916805067494,Ready-Mix Concrete Manufacturing
1,327331,0.579033562310657,319,0.00125967624692442,Concrete Block and Brick Manufacturing
1,327332,1.18871952526902,150,0.000884776475468078,Concrete Pipe Manufacturing
1,327390,-0.224072643917174,539,0.00143061812904788,Other Concrete Product Manufacturing
1,327410,-0.148509058224385,71,0.000351160278112533,Lime Manufacturing
1,327420,0.363242508609984,114,0.000631807863940866,Gypsum Product Manufacturing
1,327910,1.00385205109789,158,0.000902873031298235,Abrasive Product Manufacturing
1,327991,-0.257133603828394,611,0.00147930158930399,Cut Stone and Stone Product Manufacturing
1,327992,-0.00646695618670294,117,0.000565429240525392,Ground or Treated Mineral and Earth Manufacturing
1,327993,0.337006493692377,162,0.000772981529047071,Mineral Wool Manufacturing
1,327999,-0.142840481105203,236,0.000960239523256011,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing
1,331110,-0.341259569823491,229,0.000865725956138948,Iron and Steel Mills and Ferroalloy Manufacturing
1,331210,-0.0108108124000119,203,0.000883478403929896,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
1,331221,0.40384889690531,182,0.000900213840620425,Rolled Steel Shape Manufacturing
1,331222,0.158056974264251,134,0.000709472974980178,Steel Wire Drawing
1,331313,0.0918882044815065,62,0.00033905778584585,Alumina Refining and Primary Aluminum Production
1,331314,0.347999596338418,71,0.000407017679324526,Secondary Smelting and Alloying of Aluminum
1,331315,0.541980607025853,76,0.000444512022253798,"Aluminum Sheet, Plate, and Foil Manufacturing"
1,331318,0.535074854883826,148,0.000779883875434372,"Other Aluminum Rolling, Drawing, and Extruding"
1,331410,0.693698113008321,62,0.000386061580779377,Nonferrous Metal (except Aluminum) Smelting and Refining
1,331420,0.720710750382264,131,0.000722501698980017,"Copper Rolling, Drawing, Extruding, and Alloying"
1,331491,0.738006839520367,130,0.000729368107980188,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding"
1,331492,0.743269554796143,104,0.000608766409151606,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)"
1,331511,-0.0902619195020401,183,0.000766403953990774,Iron Foundries
1,331512,1.25003068359926,61,0.000434249766549943,Steel Investment Foundries
1,331513,0.412320752172569,104,0.000608209077460353,Steel Foundries (except Investment)
1,331523,0.423985396341354,127,0.00069246042277563,Nonferrous Metal Die-Casting Foundries
1,331524,0.602868385624949,158,0.000829729995182343,Aluminum Foundries (except Die-Casting)
1,331529,0.443086185290538,124,0.0007094377888124,Other Nonferrous Metal Foundries (except Die-Casting)
1,332111,0.360950696494923,173,0.000836131715258215,Iron and Steel Forging
1,332112,1.73780510428374,48,0.000364578924131046,Nonferrous Forging
1,332114,0.593851072166108,101,0.000599426361665548,Custom Roll Forming
1,332117,1.26334702474254,68,0.000465727263452803,Powder Metallurgy Part Manufacturing
1,332119,0.575435611374555,265,0.00113456848476571,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)"
1,332215,0.151456621085708,150,0.000735710597382642,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing"
1,332216,0.111110057720212,268,0.00106760395968999,Saw Blade and Handtool Manufacturing
1,332311,-0.867110060411088,444,0.0012020065438096,Prefabricated Metal Building and Component Manufacturing
1,332312,-0.48091024950337,644,0.00144006312127575,Fabricated Structural Metal Manufacturing
1,332313,-0.545398249757519,493,0.00131279195537162,Plate Work Manufacturing
1,332321,0.0393542277181812,254,0.00102745533262221,Metal Window and Door Manufacturing
1,332322,-0.288353281109109,581,0.00145325429508304,Sheet Metal Work Manufacturing
1,332323,-0.210055855624356,493,0.001395106608305,Ornamental and Architectural Metal Work Manufacturing
1,332410,0.764900991710102,150,0.000815399496133383,Power Boiler and Heat Exchanger Manufacturing
1,332420,-0.29609144554682,368,0.00119533648878594,Metal Tank (Heavy Gauge) Manufacturing
1,332431,1.39514626814522,126,0.000780390365019608,Metal Can Manufacturing
1,332439,0.448499757177457,171,0.000878332106251438,Other Metal Container Manufacturing
1,332510,0.500223154677354,200,0.00095935285353979,Hardware Manufacturing
1,332613,1.25426965714423,147,0.000908050082614167,Spring Manufacturing
1,332618,-0.0844847038460712,303,0.00111345371630372,Other Fabricated Wire Product Manufacturing
1,332710,-1.05168666248103,1029,0.00149634939180344,Machine Shops
1,332721,0.358126957665131,286,0.00116667305414616,Precision Turned Product Manufacturing
1,332722,0.908232769536573,179,0.000985601185641056,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
1,332811,1.18639627947184,182,0.001060266680902,Metal Heat Treating
1,332812,0.0577619537103457,450,0.00138266591476308,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
1,332813,0.282544868725942,324,0.00121607769906464,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
1,332911,0.885500573078129,161,0.000914984777023858,Industrial Valve Manufacturing
1,332912,0.921447412199475,165,0.000953665951135428,Fluid Power Valve and Hose Fitting Manufacturing
1,332913,1.04048725275093,94,0.000610257773904637,Plumbing Fixture Fitting and Trim Manufacturing
1,332919,0.790619053029919,124,0.000733436007484031,Other Metal Valve and Pipe Fitting Manufacturing
1,332991,0.717929484468517,105,0.000591993151788597,Ball and Roller Bearing Manufacturing
1,332992,-1.0942291039596,98,0.00038850394687348,Small Arms Ammunition Manufacturing
1,332993,0.524830380426106,34,0.000196539733037464,Ammunition (except Small Arms) Manufacturing
1,332994,-0.111153883899179,207,0.000883708053577597,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing"
1,332996,-0.0299243846014027,271,0.00106778068077184,Fabricated Pipe and Pipe Fitting Manufacturing
1,332999,-0.628504642360974,595,0.00140794552853413,All Other Miscellaneous Fabricated Metal Product Manufacturing
1,333111,-2.1431964299625,506,0.000935800870804182,Farm Machinery and Equipment Manufacturing
1,333112,0.0575932875592803,106,0.000525872742873268,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing
1,333120,-0.65091399947052,294,0.000959678732991825,Construction Machinery Manufacturing
1,333131,-0.446114987435805,147,0.000622338946547672,Mining Machinery and Equipment Manufacturing
1,333132,-1.5030509941146,192,0.000647552372134011,Oil and Gas Field Machinery and Equipment Manufacturing
1,333241,0.118571494729255,231,0.00101241560279962,Food Product Machinery Manufacturing
1,333242,1.94028021486179,51,0.000397326090520543,Semiconductor Machinery Manufacturing
1,333243,0.081722148314909,211,0.000932781846006166,"Sawmill, Woodworking, and Paper Machinery Manufacturing"
1,333248,0.110731669232267,438,0.00135329329530779,All Other Industrial Machinery Manufacturing
1,333310,0.323072263157863,333,0.00125498016225137,Commercial and Service Industry Machinery Manufacturing
1,333413,0.51921873091052,202,0.000990416622544685,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
1,333414,0.249226969292225,179,0.000859516222860767,Heating Equipment (except Warm Air Furnaces) Manufacturing
1,333415,0.0952029853777377,236,0.000976121316994008,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
1,333511,0.135711455696513,297,0.00114568073559436,Industrial Mold Manufacturing
1,333514,-0.0994609011162365,383,0.00121553740145933,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
1,333515,0.708383399860057,230,0.0011099135186797,Cutting Tool and Machine Tool Accessory Manufacturing
1,333517,0.166352630965859,333,0.00121829285719948,Machine Tool Manufacturing
1,333519,0.812586090838601,129,0.000759291417615333,Rolling Mill and Other Metalworking Machinery Manufacturing
1,333611,0.673860017034076,82,0.000481774766587083,Turbine and Turbine Generator Set Units Manufacturing
1,333612,1.37717927630531,100,0.000688436548493901,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
1,333613,0.974507465975532,138,0.00081195054392426,Mechanical Power Transmission Equipment Manufacturing
1,333618,0.397528315228874,96,0.00050897408061662,Other Engine Equipment Manufacturing
1,333912,0.501141966327065,149,0.000812241880653217,Air and Gas Compressor Manufacturing
1,333914,0.025424268550517,246,0.00103877411610495,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
1,333921,1.13436682092898,92,0.000572329891309155,Elevator and Moving Stairway Manufacturing
