geo_aggregation_level	industry_code	industry_complexity	industry_ubiquity	industry_centrality	industry_description
1	311999	-0.264924759198381	293	0.00106117129293091	All Other Miscellaneous Food Manufacturing
1	312111	1.04471929638832	253	0.00120002570847111	Soft Drink Manufacturing
1	312112	0.147564118541455	235	0.00100403746715716	Bottled Water Manufacturing
1	312113	0.119059042621355	270	0.00106495587277127	Ice Manufacturing
1	312120	-0.0760900606885981	658	0.0015009500113687	Breweries
1	312130	-0.916614916562577	481	0.00114626657210141	Wineries
1	312140	-0.164027046359648	365	0.00114406467756521	Distilleries
1	312230	0.863729553804543	80	0.000456209384548086	Tobacco Manufacturing
1	313110	-0.858081581047953	131	0.000474695264655393	Fiber, Yarn, and Thread Mills
1	313210	-0.544786315471516	161	0.000630063110528225	Broadwoven Fabric Mills
1	313220	0.57649332527064	101	0.000573660961029341	Narrow Fabric Mills and Schiffli Machine Embroidery
1	313230	0.724156400551992	144	0.000748559463713682	Nonwoven Fabric Mills
1	313240	1.22882642170294	67	0.000448927354148442	Knit Fabric Mills
1	313310	-0.49093293155057	262	0.000899096951726917	Textile and Fabric Finishing Mills
1	313320	1.30158324254334	102	0.000641745474698733	Fabric Coating Mills
1	314110	-0.0943893825418283	60	0.000287136953590996	Carpet and Rug Mills
1	314120	-0.000908150217883292	309	0.00111014785277433	Curtain and Linen Mills
1	314910	-0.058899457956091	430	0.00129879488692738	Textile Bag and Canvas Mills
1	314994	0.353048431121556	94	0.000523573250632664	Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills
1	314999	-0.500460406765692	585	0.00136119619207271	All Other Miscellaneous Textile Product Mills
1	315120	0.461053778373595	68	0.000396399135157457	Apparel Knitting Mills
1	315210	-0.903562906901349	292	0.000896973944762536	Cut and Sew Apparel Contractors
1	315250	-0.458931389264273	285	0.000952949511030237	Cut and Sew Apparel Manufacturing (except Contractors)
1	315990	-0.215811251508816	328	0.00111088574153195	Apparel Accessories and Other Apparel Manufacturing
1	316110	-0.741185427255166	238	0.000820267886667779	Leather and Hide Tanning and Finishing
1	316210	-0.849595231380552	171	0.000623993918686276	Footwear Manufacturing
1	316990	-0.71003310632657	419	0.00115106771613932	Other Leather and Allied Product Manufacturing
1	321113	-1.77868979427803	926	0.00125154324292834	Sawmills
1	321114	-0.999871532693725	285	0.000884416326899744	Wood Preservation
1	321211	-0.644161999357772	142	0.00057851702722817	Hardwood Veneer and Plywood Manufacturing
1	321212	-1.05344898173395	59	0.000231805339912094	Softwood Veneer and Plywood Manufacturing
1	321215	-0.55238295381129	475	0.00127763070529551	Engineered Wood Member Manufacturing
1	321219	-0.487068752652356	119	0.000519896875717908	Reconstituted Wood Product Manufacturing
1	321911	-0.209874296443739	251	0.000966806355169293	Wood Window and Door Manufacturing
1	321912	-1.07077061946092	307	0.000907945039065131	Cut Stock, Resawing Lumber, and Planing
1	321918	-0.891874017537774	547	0.0012748631503897	Other Millwork (including Flooring)
1	321920	-1.19769445807508	798	0.00135272975614899	Wood Container and Pallet Manufacturing
1	321991	-0.676790581528417	146	0.000608584110247253	Manufactured Home (Mobile Home) Manufacturing
1	321992	-0.986982057987811	401	0.00106230485212993	Prefabricated Wood Building Manufacturing
1	321999	-1.484987158309	925	0.00135566222465041	All Other Miscellaneous Wood Product Manufacturing
1	322110	-0.531885062807607	53	0.000244653195267857	Pulp Mills
1	322120	-0.232156997770036	172	0.000700264118542589	Paper Mills
1	322130	0.235275084354113	131	0.000635527347420752	Paperboard Mills
1	322211	0.613484864999856	380	0.00138551161055395	Corrugated and Solid Fiber Box Manufacturing
1	322212	1.31582328177003	148	0.000901666048010035	Folding Paperboard Box Manufacturing
1	322219	0.615715987181905	164	0.000851711031249957	Other Paperboard Container Manufacturing
1	322220	0.884933122374436	250	0.00116234849734264	Paper Bag and Coated and Treated Paper Manufacturing
1	322230	1.1827610864784	140	0.000861243455421699	Stationery Product Manufacturing
1	322291	0.764600242946214	100	0.000573650695465053	Sanitary Paper Product Manufacturing
1	322299	0.837172594608405	180	0.000968366063885454	All Other Converted Paper Product Manufacturing
1	323111	-0.112072228267335	567	0.001449770453549	Commercial Printing (except Screen and Books)
1	323113	-0.55953130317508	650	0.00144859970982236	Commercial Screen Printing
1	323117	1.15584526149135	134	0.000796011593696186	Books Printing
1	323120	1.08400272576882	198	0.00106713046691008	Support Activities for Printing
1	324110	-0.698600408153032	158	0.000640797541434279	Petroleum Refineries
1	324121	-0.143241285003096	359	0.00115449110740122	Asphalt Paving Mixture and Block Manufacturing
1	324122	0.889526080215658	104	0.000641753543837063	Asphalt Shingle and Coating Materials Manufacturing
1	324191	0.96260515041362	150	0.000886699954178819	Petroleum Lubricating Oil and Grease Manufacturing
1	324199	0.426455988129658	76	0.000428709240446062	All Other Petroleum and Coal Products Manufacturing
1	325110	-0.481705158443332	51	0.00025568900212542	Petrochemical Manufacturing
1	325120	0.298780226260318	201	0.000957202840354797	Industrial Gas Manufacturing
1	325130	1.05671452527911	111	0.000682853562744939	Synthetic Dye and Pigment Manufacturing
1	325180	-0.108432113116955	251	0.000975272536041901	Other Basic Inorganic Chemical Manufacturing
1	325193	-1.88322406121368	170	0.000505218630950352	Ethyl Alcohol Manufacturing
1	325194	-0.517375878341757	75	0.000365981389379014	Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing
1	325199	0.113866402374658	253	0.00103440882783381	All Other Basic Organic Chemical Manufacturing
1	325211	0.104797924883608	315	0.00112491006813393	Plastics Material and Resin Manufacturing
1	325212	0.509416218638375	107	0.000589315444779559	Synthetic Rubber Manufacturing
1	325220	0.171530330059516	114	0.000534966558664609	Artificial and Synthetic Fibers and Filaments Manufacturing
1	325311	-0.899924425032126	196	0.000707122681710248	Nitrogenous Fertilizer Manufacturing
1	325312	-0.61907914816481	41	0.00020947161304939	Phosphatic Fertilizer Manufacturing
1	325314	-0.684852816968165	282	0.000963020563475328	Fertilizer (Mixing Only) Manufacturing
1	325315	0.458811531336008	82	0.000503594821697875	Compost Manufacturing
1	325320	-0.375413792429305	176	0.000734944025894325	Pesticide and Other Agricultural Chemical Manufacturing
1	325411	0.28433959545647	207	0.000932676877644485	Medicinal and Botanical Manufacturing
1	325412	0.709022223778397	211	0.000991441298950996	Pharmaceutical Preparation Manufacturing
1	325413	1.89035093288305	85	0.00061440265513243	In-Vitro Diagnostic Substance Manufacturing
1	325414	1.07428658892914	99	0.000634321123805286	Biological Product (except Diagnostic) Manufacturing
1	325510	0.265035423680327	311	0.00118869578101594	Paint and Coating Manufacturing
1	325520	1.28489657713038	168	0.00100469968253369	Adhesive Manufacturing
1	325611	0.48872447727423	208	0.000976060617381847	Soap and Other Detergent Manufacturing
1	325612	0.651164483655427	181	0.000917162793402143	Polish and Other Sanitation Good Manufacturing
1	325613	1.23240022812252	70	0.000465491788987218	Surface Active Agent Manufacturing
1	325620	0.894775484001901	212	0.0010604277633782	Toilet Preparation Manufacturing
1	325910	1.2164848970409	146	0.00086198004490258	Printing Ink Manufacturing
1	325920	-0.440193780510178	70	0.000317550919135757	Explosives Manufacturing
1	325991	0.391855763560203	185	0.000872610947407015	Custom Compounding of Purchased Resins
1	325992	0.229621336960777	104	0.000520868185330617	Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing
1	325998	-0.0813325929385001	405	0.00125729918160034	All Other Miscellaneous Chemical Product and Preparation Manufacturing
1	326111	0.888494277136928	157	0.000884424999683356	Plastics Bag and Pouch Manufacturing
1	326112	1.1526586574372	133	0.000807616359823419	Plastics Packaging Film and Sheet (including Laminated) Manufacturing
1	326113	0.60184723037293	194	0.000954338036362209	Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing
1	326121	1.14526840375545	174	0.000999579981070291	Unlaminated Plastics Profile Shape Manufacturing
1	326122	-0.293614975092732	253	0.000967741182678708	Plastics Pipe and Pipe Fitting Manufacturing
1	326130	1.00277167649517	165	0.000950008408209231	Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing
1	326140	0.489919658403406	194	0.000948958792765078	Polystyrene Foam Product Manufacturing
1	326150	0.665106967439261	259	0.00116432647968883	Urethane and Other Foam Product (except Polystyrene) Manufacturing
1	326160	0.714394815635121	196	0.00096823949582141	Plastics Bottle Manufacturing
1	326191	0.796323436546597	132	0.000770429145874186	Plastics Plumbing Fixture Manufacturing
1	326199	-0.505609432911769	683	0.00144541256777563	All Other Plastics Product Manufacturing
1	326211	0.376608964896543	72	0.000364916405858409	Tire Manufacturing (except Retreading)
1	326212	0.264946013129016	140	0.000706389878310767	Tire Retreading
1	326220	0.441798947472803	158	0.000796959512610099	Rubber and Plastics Hoses and Belting Manufacturing
1	326291	0.477378362945542	174	0.000865877919167478	Rubber Product Manufacturing for Mechanical Use
1	326299	0.154387745243447	212	0.000950258333437566	All Other Rubber Product Manufacturing
1	327110	-0.344756022704186	437	0.00119587607804049	Pottery, Ceramics, and Plumbing Fixture Manufacturing
1	327120	-0.327164875351287	257	0.000932367155823665	Clay Building Material and Refractories Manufacturing
1	327211	0.896831056287849	77	0.000454811866487801	Flat Glass Manufacturing
1	327212	-0.229061521481985	199	0.000791401733463774	Other Pressed and Blown Glass and Glassware Manufacturing
1	327213	0.27925036687438	57	0.000308889479736009	Glass Container Manufacturing
1	327215	-0.196979739866928	333	0.00109670318604125	Glass Product Manufacturing Made of Purchased Glass
1	327310	0.37862052059795	171	0.000829340099618248	Cement Manufacturing
1	327320	-1.36215020924846	1198	0.00147130174536214	Ready-Mix Concrete Manufacturing
1	327331	0.588937830064272	319	0.00126110586605616	Concrete Block and Brick Manufacturing
1	327332	1.19674663294722	150	0.000884866494619271	Concrete Pipe Manufacturing
1	327390	-0.217303289608237	539	0.00143254208874526	Other Concrete Product Manufacturing
1	327410	-0.140119289056456	71	0.000351521994238235	Lime Manufacturing
1	327420	0.366520103542507	114	0.000631655456080313	Gypsum Product Manufacturing
1	327910	1.01406323957296	158	0.00090333961051354	Abrasive Product Manufacturing
1	327991	-0.253218827124331	611	0.00148112973536596	Cut Stone and Stone Product Manufacturing
1	327992	0.00236733928200026	117	0.000565957284087322	Ground or Treated Mineral and Earth Manufacturing
1	327993	0.34513541116767	162	0.000773469096797053	Mineral Wool Manufacturing
1	327999	-0.140469079222649	236	0.000960840831370249	All Other Miscellaneous Nonmetallic Mineral Product Manufacturing
1	331110	-0.333424817301596	229	0.000866775539830378	Iron and Steel Mills and Ferroalloy Manufacturing
1	331210	-0.00256482452483643	203	0.000884294957470492	Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
1	331221	0.413069677395374	182	0.000900744686226829	Rolled Steel Shape Manufacturing
1	331222	0.166563351386033	134	0.000709619021943715	Steel Wire Drawing
1	331313	0.104981256083715	62	0.000339601389762364	Alumina Refining and Primary Aluminum Production
1	331314	0.356857069425739	71	0.000406965721768804	Secondary Smelting and Alloying of Aluminum
1	331315	0.552846986402477	76	0.000444721470007684	Aluminum Sheet, Plate, and Foil Manufacturing
1	331318	0.546507309681618	148	0.000780535812113516	Other Aluminum Rolling, Drawing, and Extruding
1	331410	0.69964254091593	62	0.000385976024770177	Nonferrous Metal (except Aluminum) Smelting and Refining
1	331420	0.732417511914467	131	0.00072298397669352	Copper Rolling, Drawing, Extruding, and Alloying
1	331491	0.749925117833514	130	0.000729941355505989	Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding
1	331492	0.752458352926399	104	0.000608635328009653	Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)
1	331511	-0.0816948877702382	183	0.000767148733206035	Iron Foundries
1	331512	1.26194908613029	61	0.000434241469602791	Steel Investment Foundries
1	331513	0.420775729323004	104	0.000608278394212112	Steel Foundries (except Investment)
1	331523	0.436955709784793	127	0.000693047588614764	Nonferrous Metal Die-Casting Foundries
1	331524	0.61443299636959	158	0.000830289515198099	Aluminum Foundries (except Die-Casting)
1	331529	0.453842367151473	124	0.000709860954880779	Other Nonferrous Metal Foundries (except Die-Casting)
1	332111	0.371027753153929	173	0.000836704334206039	Iron and Steel Forging
1	332112	1.74889748689029	48	0.000364358279723603	Nonferrous Forging
1	332114	0.603848086090635	101	0.000599682888732973	Custom Roll Forming
1	332117	1.27288987980138	68	0.000465568142235107	Powder Metallurgy Part Manufacturing
1	332119	0.589946471185963	265	0.0011359697388392	Metal Crown, Closure, and Other Metal Stamping (except Automotive)
1	332215	0.158545061324259	150	0.00073629969113388	Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing
1	332216	0.118284066427372	268	0.00106865466871403	Saw Blade and Handtool Manufacturing
1	332311	-0.863011334999578	444	0.00120363447753313	Prefabricated Metal Building and Component Manufacturing
1	332312	-0.475479647561612	644	0.00144199374003223	Fabricated Structural Metal Manufacturing
1	332313	-0.540172012340219	493	0.00131449250984049	Plate Work Manufacturing
1	332321	0.0480602037943526	254	0.00102857958845782	Metal Window and Door Manufacturing
1	332322	-0.281098685408668	581	0.00145514599787947	Sheet Metal Work Manufacturing
1	332323	-0.208083548086424	493	0.00139649000705367	Ornamental and Architectural Metal Work Manufacturing
1	332410	0.773411125837114	150	0.000815968739618326	Power Boiler and Heat Exchanger Manufacturing
1	332420	-0.290081856345833	368	0.00119671142781553	Metal Tank (Heavy Gauge) Manufacturing
1	332431	1.40962714736899	126	0.000780675029310149	Metal Can Manufacturing
1	332439	0.458586365754354	171	0.000878833916763155	Other Metal Container Manufacturing
1	332510	0.51032796205122	200	0.000960282056302113	Hardware Manufacturing
1	332613	1.26910891347895	147	0.000908602181871919	Spring Manufacturing
1	332618	-0.0768380669408404	303	0.0011147273595109	Other Fabricated Wire Product Manufacturing
1	332710	-1.04841231923489	1029	0.00149851175758353	Machine Shops
1	332721	0.368674356470825	286	0.00116804032685402	Precision Turned Product Manufacturing
1	332722	0.920368051674975	179	0.000986129939832489	Bolt, Nut, Screw, Rivet, and Washer Manufacturing
1	332811	1.1998242308966	182	0.0010608108163823	Metal Heat Treating
1	332812	0.0677638242138521	450	0.0013844152692371	Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers
1	332813	0.292805152755457	324	0.00121734401288244	Electroplating, Plating, Polishing, Anodizing, and Coloring
1	332911	0.89665962680497	161	0.000915626582137064	Industrial Valve Manufacturing
1	332912	0.934480848081237	165	0.000954456874197126	Fluid Power Valve and Hose Fitting Manufacturing
1	332913	1.0535954272452	94	0.000610632312463599	Plumbing Fixture Fitting and Trim Manufacturing
1	332919	0.801152815866082	124	0.000733808366871805	Other Metal Valve and Pipe Fitting Manufacturing
1	332991	0.730681735451053	105	0.000592338407079247	Ball and Roller Bearing Manufacturing
1	332992	-1.09209471442464	98	0.000388824889559102	Small Arms Ammunition Manufacturing
1	332993	0.537678618907659	34	0.000196754195157948	Ammunition (except Small Arms) Manufacturing
1	332994	-0.104533525133386	207	0.000884697017443587	Small Arms, Ordnance, and Ordnance Accessories Manufacturing
1	332996	-0.0224869514120849	271	0.0010689206950133	Fabricated Pipe and Pipe Fitting Manufacturing
1	332999	-0.624151363065749	595	0.00140983072128404	All Other Miscellaneous Fabricated Metal Product Manufacturing
1	333111	-2.14577369809979	506	0.00093723558131252	Farm Machinery and Equipment Manufacturing
1	333112	0.066866053194779	106	0.000526212634487243	Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing
1	333120	-0.644903968194899	294	0.000960878455793677	Construction Machinery Manufacturing
1	333131	-0.443507153968814	147	0.00062280953704361	Mining Machinery and Equipment Manufacturing
1	333132	-1.50448393968367	192	0.000648302270590669	Oil and Gas Field Machinery and Equipment Manufacturing
1	333241	0.127020121241464	231	0.00101346366811271	Food Product Machinery Manufacturing
1	333242	1.95203252217539	51	0.000397459886104311	Semiconductor Machinery Manufacturing
1	333243	0.0908433019244873	211	0.000933752661338253	Sawmill, Woodworking, and Paper Machinery Manufacturing
1	333248	0.119642633052013	438	0.00135500802695791	All Other Industrial Machinery Manufacturing
1	333310	0.331962988848433	333	0.0012563605640581	Commercial and Service Industry Machinery Manufacturing
1	333413	0.530062591917372	202	0.000991346850867259	Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
1	333414	0.256723076511279	179	0.000860152074438137	Heating Equipment (except Warm Air Furnaces) Manufacturing
1	333415	0.103382488800516	236	0.000977076466043386	Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
1	333511	0.146420086959734	297	0.00114707026607005	Industrial Mold Manufacturing
1	333514	-0.0891973261005799	383	0.00121705265468622	Special Die and Tool, Die Set, Jig, and Fixture Manufacturing
1	333515	0.721161879080811	230	0.00111106726483712	Cutting Tool and Machine Tool Accessory Manufacturing
1	333517	0.176504368663056	333	0.0012197474243974	Machine Tool Manufacturing
1	333519	0.822821365018603	129	0.000759393087726549	Rolling Mill and Other Metalworking Machinery Manufacturing
1	333611	0.681306601164873	82	0.00048174201970513	Turbine and Turbine Generator Set Units Manufacturing
1	333612	1.38703815160903	100	0.000688231909288732	Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing
1	333613	0.987301825145622	138	0.000812450077896667	Mechanical Power Transmission Equipment Manufacturing
1	333618	0.406708375049333	96	0.000509085587524389	Other Engine Equipment Manufacturing
1	333912	0.508639396612742	149	0.00081250389926715	Air and Gas Compressor Manufacturing
1	333914	0.0323303369501432	246	0.00103976449708293	Measuring, Dispensing, and Other Pumping Equipment Manufacturing
1	333921	1.13724576587403	92	0.000571637163668273	Elevator and Moving Stairway Manufacturing
1	333922	-0.0216737240682348	292	0.00110203423939813	Conveyor and Conveying Equipment Manufacturing
1	333923	0.571483161783627	153	0.000825743757275946	Overhead Traveling Crane, Hoist, and Monorail System Manufacturing
